3:14:3 0.9672574996948242, 5.947196960449219, 7.757213592529297, 0.9672574996948242, 5.947196960449219, 7.757213592529297, 1.0, 0.0, 0.0
3:14:3 1.1013327836990356, 5.7556610107421875, 7.843404769897461, 1.1013327836990356, 5.7556610107421875, 7.843404769897461, 1.0, 0.0, 0.0
3:14:3 1.1109095811843872, 5.506663799285889, 7.824251174926758, 1.1109095811843872, 5.506663799285889, 7.824251174926758, 1.0, 0.0, 0.0
3:14:3 1.2737152576446533, 5.4875102043151855, 7.747636795043945, 1.2737152576446533, 5.4875102043151855, 7.747636795043945, 1.0, 0.0, 0.0
3:14:3 0.9193734526634216, 5.813121795654297, 7.967903137207031, 0.9193734526634216, 5.813121795654297, 7.967903137207031, 1.0, 0.0, 0.0
3:14:3 0.507570743560791, 5.793968200683594, 7.948749542236328, 0.507570743560791, 5.793968200683594, 7.948749542236328, 1.0, 0.0, 0.0
3:14:3 0.6320692300796509, 5.602431774139404, 7.814674377441406, 0.6320692300796509, 5.602431774139404, 7.814674377441406, 1.0, 0.0, 0.0
3:14:3 0.038307227194309235, 5.688623428344727, 7.795520782470703, 0.038307227194309235, 5.688623428344727, 7.795520782470703, 1.0, 0.0, 0.0
3:14:3 0.047884032130241394, 5.698200225830078, 7.95832633972168, 0.047884032130241394, 5.698200225830078, 7.95832633972168, 1.0, 0.0, 0.0
3:14:3 -0.14365209639072418, 5.679046630859375, 7.948749542236328, -0.14365209639072418, 5.679046630859375, 7.948749542236328, 1.0, 0.0, 0.0
3:14:3 -0.1628057211637497, 5.746084213256836, 8.073247909545898, -0.1628057211637497, 5.746084213256836, 8.073247909545898, 1.0, 0.0, 0.0
3:14:3 -0.47884035110473633, 6.157886981964111, 7.872135162353516, -0.47884035110473633, 6.157886981964111, 7.872135162353516, 1.0, 0.0, 0.0
3:14:3 -0.7661445140838623, 6.215347766876221, 7.718906402587891, -0.7661445140838623, 6.215347766876221, 7.718906402587891, 1.0, 0.0, 0.0
3:14:3 -0.33518823981285095, 5.793968200683594, 7.891288757324219, -0.33518823981285095, 5.793968200683594, 7.891288757324219, 1.0, 0.0, 0.0
3:14:3 -0.4118026793003082, 6.090848922729492, 8.226476669311523, -0.4118026793003082, 6.090848922729492, 8.226476669311523, 1.0, 0.0, 0.0
3:14:3 -0.8523358106613159, 6.023811340332031, 8.437167167663574, -0.8523358106613159, 6.023811340332031, 8.437167167663574, 1.0, 0.0, 0.0
3:14:3 -0.31603461503982544, 5.372588634490967, 8.542511940002441, -0.31603461503982544, 5.372588634490967, 8.542511940002441, 1.0, 0.0, 0.0
3:14:3 0.13407529890537262, 5.468356609344482, 8.370129585266113, 0.13407529890537262, 5.468356609344482, 8.370129585266113, 1.0, 0.0, 0.0
3:14:3 -0.13407529890537262, 5.736507415771484, 8.111555099487305, -0.13407529890537262, 5.736507415771484, 8.111555099487305, 1.0, 0.0, 0.0
3:14:3 0.2106897532939911, 5.39174222946167, 8.216899871826172, 0.2106897532939911, 5.39174222946167, 8.216899871826172, 1.0, 0.0, 0.0
3:14:3 0.20111294090747833, 5.2480902671813965, 8.101978302001953, 0.20111294090747833, 5.2480902671813965, 8.101978302001953, 1.0, 0.0, 0.0
3:14:3 0.3256114423274994, 5.382165431976318, 8.159439086914063, 0.3256114423274994, 5.382165431976318, 8.159439086914063, 1.0, 0.0, 0.0
3:14:3 0.5171475410461426, 5.190629482269287, 8.178592681884766, 0.5171475410461426, 5.190629482269287, 8.178592681884766, 1.0, 0.0, 0.0
3:14:3 0.3447650372982025, 5.430049419403076, 7.948749542236328, 0.3447650372982025, 5.430049419403076, 7.948749542236328, 1.0, 0.0, 0.0
3:14:3 0.2777273952960968, 5.286397457122803, 7.690176010131836, 0.2777273952960968, 5.286397457122803, 7.690176010131836, 1.0, 0.0, 0.0
