18:52:54 5.555908203125, -13.1617431640625, 1.6092987060546875, -3.25726318359375, 1.3208465576171875, -1.8438873291015625, 0.0, 0.0, 0.0
18:52:54 6.7245635986328125, -13.774810791015625, 1.1686553955078125, -3.230560302734375, 1.3486175537109375, -1.9261322021484375, 0.0, 0.0, 0.0
18:52:54 8.774490356445313, -14.272933959960938, -0.4023284912109375, -3.14404296875, 1.4244537353515625, -2.0382843017578125, 0.0, 0.0, 0.0
18:52:54 8.85113525390625, -14.004714965820313, -1.283599853515625, -3.025482177734375, 1.5440826416015625, -2.1931610107421875, 0.0, 0.0, 0.0
18:52:54 8.027328491210938, -13.5257568359375, -1.839202880859375, -2.90692138671875, 1.6946868896484375, -2.3918304443359375, 0.0, 0.0, 0.0
18:52:54 5.3068389892578125, -12.395416259765625, -2.0307769775390625, -2.809722900390625, 1.8581085205078125, -2.6193389892578125, 0.0, 0.0, 0.0
18:52:54 4.3680877685546875, -12.012252807617188, -2.011627197265625, -2.743499755859375, 2.0033721923828125, -2.8404388427734375, 0.0, 0.0, 0.0
18:52:54 3.7550201416015625, -11.686553955078125, -1.9541473388671875, -2.698638916015625, 2.0973663330078125, -3.0124053955078125, 0.0, 0.0, 0.0
18:52:54 3.29522705078125, -11.380020141601563, -1.647613525390625, -2.66339111328125, 2.0962982177734375, -3.1096038818359375, 0.0, 0.0, 0.0
18:52:54 2.356475830078125, -11.0926513671875, -1.0537109375, -2.6270751953125, 1.9670562744140625, -3.1256256103515625, 0.0, 0.0, 0.0
18:52:54 2.1265716552734375, -11.035171508789063, -0.88128662109375, -2.585418701171875, 1.6893463134765625, -3.0764923095703125, 0.0, 0.0, 0.0
18:52:54 2.184051513671875, -10.843597412109375, -0.88128662109375, -2.538421630859375, 1.2727813720703125, -2.9846343994140625, 0.0, 0.0, 0.0
18:52:54 2.145721435546875, -10.364639282226563, -1.283599853515625, -2.48822021484375, 0.7568817138671875, -2.8703460693359375, 0.0, 0.0, 0.0
18:52:54 2.0499420166015625, -10.000625610351563, -1.4177093505859375, -2.442291259765625, 0.1971893310546875, -2.7539215087890625, 0.0, 0.0, 0.0
18:52:54 1.800872802734375, -9.598297119140625, -1.5326690673828125, -2.4134521484375, -0.3347320556640625, -2.6492462158203125, 0.0, 0.0, 0.0
18:52:54 1.37939453125, -9.138504028320313, -1.3219146728515625, -2.405975341796875, -0.7737274169921875, -2.5659332275390625, 0.0, 0.0, 0.0
